c,alpha0,beta0,loss,rel_loss_change,C_index,n0_mean_patient
0.5,12.861508179418323,0.042403824759123576,8529310.10061962,0.0,0.6593010557363689,1656252.5601861312
0.8,8.14445358490147,0.06784611961459773,8529310.10061962,0.0,0.6593010557363689,35530.59662470722
1.0,4.999750521890235,0.08480764951824715,8529310.10061962,0.0,0.6593010557363689,2743.172543123116
1.25,1.0688716931261908,0.10600956189780894,8529310.10061962,0.0,0.6593010557363689,111.63912051837512
2.0,-10.723764793165941,0.1696152990364943,8529310.10061962,0.0,0.6593010557363689,0.007524995601344556
