b,C_main,C_treat_HT,C_treat_HTCT,C_cont_recept,C_mki67,C_imm_sig,C_imm_cyt,C_imm_pdl1,C_mki67_imm,C_cox6
132,0.6704354583970518,0.6702599714206924,0.6641012142027459,0.6709284932353949,0.6804716421402726,0.6725580151587321,0.6761596764354417,0.6692070495625361,0.683546842487904,0.6765357199562119
133,0.6629084722801988,0.6631644443044256,0.6629911709341797,0.6672599966920538,0.6782392275158112,0.6700875030519742,0.6706388274118472,0.6598328699583357,0.6850756495782369,0.6683350791938063
134,0.6570803590131972,0.6587642404808327,0.6588166100001611,0.6630706263394511,0.6684042604618186,0.664230812613803,0.6684606584057107,0.6583170853542597,0.6751075589358514,0.654389371404631
135,0.6325725902972472,0.6295107635302412,0.633306281048645,0.6268014362303871,0.6540832554555441,0.6391963012148935,0.6391061269325988,0.6329496827504796,0.6582066794550194,0.6377453150361517
136,0.6470276757977972,0.6475536571589946,0.6462334086416267,0.6459615927704039,0.6653275910759673,0.653890144027111,0.6534806551821519,0.6477478113527252,0.668010449025699,0.6436105619881389
137,0.6542633502860775,0.6554394469167196,0.6564883979656707,0.6563890654799746,0.6760012714558169,0.6595915448188175,0.6609424666242848,0.6547838525111253,0.6809837889383344,0.6561943738080102
138,0.6312770265203589,0.6333558293965222,0.6320102315428133,0.6382633039218136,0.6474033710767282,0.6394797577090676,0.6406045608685147,0.6305313236850217,0.6535522950150391,0.6327267728147574
139,0.6524997830391871,0.6466260621217979,0.647225662913902,0.6525944568484667,0.6705745911274862,0.6611782155564848,0.6640657667395129,0.6530125995061183,0.6762865776206893,0.6583143328257766
140,0.661067959563977,0.6615626906776167,0.6626346080905028,0.6543148798627946,0.6747802569303584,0.660408318079124,0.6629974109071719,0.6602681442635927,0.6757944557133199,0.6705915335015419
141,0.6497919153733916,0.6529877967900252,0.6486685899986736,0.6521919352699297,0.667736105584295,0.6548448070035814,0.6544220055710307,0.6490582305345537,0.6716573816155988,0.650397101737631
142,0.6281842525639937,0.6300440644220306,0.6325675435821057,0.633539893350208,0.6472994142750207,0.6334704397953436,0.6356312170577931,0.6295887577845859,0.6507720920182432,0.6380543744163972
143,0.6526233688078044,0.6529994932218421,0.6463242746737615,0.6546861142784746,0.6675535284429241,0.653878436589383,0.6569982896237172,0.6539101102242494,0.6689788420119093,0.6513405865957177
144,0.6405595060610555,0.6264469647888973,0.6244253120292242,0.647842139361345,0.6558741111362625,0.6457814585561185,0.6464995745943035,0.641769375473215,0.6603935588113619,0.6517761663531414
145,0.6254256650561733,0.6259459223470516,0.627284766284417,0.6292712032132255,0.6426960242156121,0.6331276558588975,0.6345901973339543,0.6257276325746551,0.6485752954188253,0.617472641015193
146,0.6562397128211559,0.6487467276973963,0.6535552490085119,0.6606289091279608,0.663591616635054,0.6613813427805558,0.6612637750223379,0.6559967394541721,0.6685921652845923,0.6610913423102849
147,0.6740842321347444,0.6656627012838418,0.668952230317511,0.670685332570544,0.6848698490686679,0.678130941764399,0.6795527586613047,0.6735542057175549,0.6899597852972355,0.6702310242129529
148,0.638373881788555,0.6310613075145267,0.630809778289747,0.6324611223306916,0.657176602678604,0.6452125604216942,0.6449282230371607,0.6350128680893257,0.6609677678057174,0.6410714415905396
