model,patient,ln_n0,n0_cells,lambda_per_month,doubling_time_days,T_pred_months,risk_group
anchored_linear,A (aggressive),6.095579617549858,443.8912577906968,0.16103179047373656,131.01554200090854,90.83725751520008,High
anchored_linear,B (favourable),3.070193379900056,21.54606884880288,0.10431306632231965,202.25335187734873,169.2316512151955,Low
anchored_linear,"C (extreme nodal burden: 26 mm, 42 nodes, A-speed)",26.986201958141578,524757431821.5757,0.16103179047373656,131.01554200090854,-38.89254477498106,High
anchored_linear,Cohort mean,5.213255075780081,183.69101426956527,0.12551974236962193,168.08246185023526,123.56630493626662,High
anchored_log1p,A (aggressive),7.786119541736505,2406.9593315594816,0.15750366456450834,133.95032659479756,82.1387002707564,High
anchored_log1p,B (favourable),2.3706714301229193,10.70457724735774,0.10568326717530885,199.63110407342194,173.6565768389802,Low
anchored_log1p,"C (extreme nodal burden: 26 mm, 42 nodes, A-speed)",14.561875182173631,2109317.8981577605,0.15750366456450834,133.95032659479756,39.11903047975925,High
anchored_log1p,Cohort mean,6.6276468620256,755.7018061243464,0.12444000292575894,169.54087762984247,113.27240954285637,High
